"ID","Title","Link","Company","Location","Remote","Experience","EmploymentType","DatePosted","Section_0","Section_1","Section_2","Section_3","Section_4","Section_5","Section_6","Section_7","Section_8","Section_10","Section_11","Section_12","Section_13","Section_14","Section_15","Section_16","Section_17","Section_18","Section_19","Section_20","Section_21","Section_22","Section_23","Section_24","Section_25","Section_9","Section_26","Section_27","Section_28","Section_29","Section_30","Section_31","Section_32","Section_33","Section_34","Section_35","Section_36","Section_37","Section_38","Section_39","Section_40","Section_41","Section_42","Section_43","Section_44","Section_45","Section_46","Section_47","Section_48","Section_49","Section_50"
2368374,"Barista","https://jobs.smartrecruiters.com/AccorHotel/744000040543285-barista","Accor","Paris","No","Not specified","Full time","2025-02-05T02:39:03.989920Z","Lhotel The Hoxton, Paris recherche sonsa Barista!","Tu seras en charge de...","Laccueil et conseil de la clienteleGerer la mise en place des differents points de ventesVeiller au respect des normes de qualite, dhygiene et de securiteAssurer un service de qualite en respect des standards de la marqueProjeter a tout moment une attitude positiveAssurer la proprete et le bon suivi des normes HACCPConseiller et prendre les commandes aupres de notre clienteleAssurer le suivi du service en faisant de la vente additionnelle et en debarrassant les tablesTravailler en equipe et communiquer positivement avec ses colleguesContribuer de facon globale a la satisfaction de la clientele de par la qualite de ton travail et lexemplarite de ton comportement","Bien entendu, cette liste n'est pas exhaustive, nous attendons de toi de la polyvalence !","Nous avons besoin de toi si...","Tu sautes du lit tous les matins, plein denergie et super enthousiaste du programme de ta journeeTu comprends qui nous sommes. Tu connais nos hotels, tu as deja traine dans lun de nos bars et tu as probablement regrette ce dernier cocktail le lendemain matinTu as bien conscience que certaines idees fonctionnent et dautres non. Mais nous aimons (presque) tout essayer au moins une foisTu es modeste. Pas dego surdimensionne, et tu nes pas non plus du genre a en faire des tonnesTon verre est toujours a moitie pleinSi nous nous retrouvions coinces dans un ascenseur avec toi, nous apprecierions une sympathique conversation","Que vas-tu trouver...","Avantage en nature nourriture  1 repas par jour au restaurant d'entreprise Le P'ti SentierMutuelle  Prevoyance prises en charge a hauteur de 50%Remboursement des transports en commun a hauteur de 80%Du temps pour te former, te developper, t'engager dans des actions caritativesNombreuses possibilites de promotion et de transfert au sein du Groupe EnnismoreExperience stay dans les 3 premiers mois de ton arrivee  nuit  diner au Rivie pour 2Acces complets aux bars et restaurants de The Hoxton Paris avec tarifs preferentiels sans condition d'ancienneteTarifs preferentiels employes dans tous les hotels The Hoxton du Monde (45 la nuit, sans limite par annee) et les hotels du Groupe Ennismore aisni que dans tous les points de vente FB du Groupe EnnismoreComite social et economique d'entreprise  Hox'Squad en place  Evenements mensuels (activites, formations, bien-etre...), Tarifs reduits (cinema, parfums, concerts, places de football  rugby...)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368373,"CHEF DE PARTIE CUISINE EN CDD DE REMPLACEMENT","https://jobs.smartrecruiters.com/AccorHotel/744000040540206-chef-de-partie-cuisine-en-cdd-de-remplacement","Accor","Biarritz","No","Not specified","Full time","2025-02-05T02:39:03.989951Z","CDD REMPLACEMENT du 10 fevrier 2025 au 30 avril 2025","Vous contribuez au bon deroulement du service et a la qualite de la production en gerant votre partie.Vous assurez de facon autonome la production des plats conformement aux fiches techniques.Vous managez le travail des commis.Vous etes responsable dun secteur de la cuisine et en assurez lorganisation, la coordination et le service.","Maitrise des bases de la cuisine francaiseMaitrise des temperatures de cuisson et de refroidissementEsprit dequipeForce de propositionPolyvalenceNiveau  domaine detudes  CAP - BEPCuisineLangue requise  francais","AVANTAGES","Cafeteria Uniforme 
Prime de coupure  Prime de nuit
Participation 
Interessement collectif
Mutuelle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368372,"Boulanger  (HFNB)","https://jobs.smartrecruiters.com/AccorHotel/744000040539501-boulanger-h-f-nb-","Accor","Luxembourg","No","Not specified","Full time","2025-02-05T02:39:03.989984Z","LA MISSION ?
A limage de la cuisine de Mamie  dans notre enfance, notre cuisine est genereuse mais de qualite.
En ce sens, vous participez a la mise en place et a la production des differents types de pains, et des patisseries (desserts et pauses sucrees) et respectez les valeurs de la Mama.
Vous assurez le service, le rangement et le nettoyage en cuisine ainsi que le stockage des aliments.
Vous respectez les normes dhygiene et utilisez de facon adequate les equipements.","FAIT POUR VOUS ? UNIQUEMENT SI...
 Vous etes organise et ne vous laissez jamais deborder !
 Vous suivez toujours a la lettre pres les bonnes recettes de pains et de desserts de la Mama  quantite, presentation et appreciation, tout y est ! 
 Vous etes rigoureux et attentif aux dates de peremption dans votre frigo.
 Vous savez gerer la pression, et on ne parle pas de la boisson 
 Vous etes dynamique et convivial, vos collegues vous adorent et reconnaissent votre esprit dequipe.
 La boulangerie est votre terrain de jeux et vous la chouchoutez  propre et rangee, votre appartement na
jamais ete aussi clean !
 Vous maitrisez bien plus que la charlotte aux fraises  que Tatie vous demande a chaque Noel.","VOS PETITS  SONT 
- Passionne  creatif, vous avez un avis sur ce qui est croquant et gourmand.
- De nature calme, avec vous la pression ne monte pas, contrairement aux blancs en neige.","Nous sommes surs que vous connaissez la chanson","1er couplet  Nous organisons un premier echange telephonique avec Claire, Responsable des Ressources Humaines, si votre candidature respecte notre rythme.","Refrain  Apres lentretien telephonique reussi, on vous donne rendez-vous au Mama ou dans nos bureaux ! Be strong !","Dernier couplet  Naturellement, vous aurez une reponse de notre part que cela soit  ou .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368370,"Conference Host","https://jobs.smartrecruiters.com/AccorHotel/744000040544385-conference-host-","Accor","London","No","Not specified","Full time","2025-02-05T02:39:03.990020Z","We are looking for a friendly Conference host to join our hospitality team. The Conference  host will be responsible for managing the day to day running of our conference space, preparing break out areas, and fulfilling guest requests, while matching the needs of the business. The candidate will be assisting as well with food and beverage operations.","A top-notch Conference host should be able to stand and walk for extended periods and thrive in fast-paced environments. Ideal candidates are able to engage with people from a variety of backgrounds and maintain professionalism at all times.","What will you be doing?","-Welcoming clients and providing guidance throughout the day.","-Answering questions and addressing concerns of clients in a charming, polite manner.","-Creating a positive and memorable customer experience","-Ensuring that the Conference room is set -up  and clean prior to and after the event as per the requirements.","-Maintaining a smooth and organized flow within the restaurant  operations.","-Supporting office duties as and when required.","13.88phPension SchemeA Discount Card to be used in Accor Hotels WorldwideComplimentary stays in UK hotel (Bonus Breaks Vouchers - subject to availability and TC)Training  DevelopmentAdditional holidays with serviceInternational Development OpportunitiesAnd more recommend a friend scheme Employee Advisory Service",,"""Diversity  Inclusion for Accor means welcoming each and everyone and respecting their differences by giving priority only to qualities and skills in extending employment and development opportunities. Our ambition is to provide meaningful employment, a warm and welcoming culture, excellent working conditions and to promote the development of all people, including those with disabilities. Do not hesitate to let us know of any specific needs you may have so that we can take them into consideration.""",,"Information on the processing of personal data",,"When you submit an application to Accor UK Economy Hotels Limited, trading as AccorInvest UK, the company processes some of your personal data to consider and manage your application.","We may also process data supplied to us by third parties, for example one or more of your former employers or a third-party supplier of personality questionnaires. Please note that your answers to any questionnaire will not lead to an automated decision.","In our capacity as data controller, we ensure that we comply with all legislation relating to the protection of personal data (in particular the retained EU law version of the General Data Protection Regulation (Regulation (EU) 2016679) and the Data Protection Act 2018).","Information relating to the processing of candidates' personal data and to the exercise of their rights of access, opposition, rectification and deletion is available in our Employee Privacy Policy.",,,,,,,"Benefits",,,,,,,,,,,,,,,,,,,,,,,,,
2368369,"Food and Beverage Server","https://jobs.smartrecruiters.com/AccorHotel/744000040542958-food-and-beverage-server","Accor","Hamilton","No","1","Full time","2025-02-05T02:39:03.990060Z","Consistently offer professional, engaging and proactive guest service while supporting fellow ColleaguesProvide exceptional service to outlet guests in an engaging and knowledgeable mannerDemonstrate menu knowledge by recommending food and beverage selections and pairings to guestsProcess guest checks in a timely and efficient mannerBus and reset tables as requiredFollow all safety and sanitation policies when handling food and beverageFollow outlet policies, procedures and service standards","Strict adherence to all Health  Safety training, guidelines and work practices previous, during and following an epidemic (whether local or global) that are established by Accor, local government, international bodies including the World Health Organization (WHO) and Center for disease control (CDC)Perform any other duties, tasks, and assignments within your department as required","At least 1 year food  beverage server experience in a luxury hotel or upscale high volume restaurant is requiredDemonstrated outgoing and engaging personal manner is requiredAbility to consistently provide exceptional service in a fast paced and demanding environment is requiredThe ability to clearly communicate in an engaging manner in English is requiredStrong organizational skills are requiredMicros experience is an assetReliable and responsible with ability to work well in a team environmentStrong work ethic, and the ability to work split shifts, extended hours including evenings, weekends and public holidays is required","Physical Aspects of Position (include but are not limited to)","Sitting 0-1 HrDay Walking 6-8 HrDay Standing 6-8 HrDayBendingReaching 4-6 HrDayVisual Effort MediumEnvironmental Stress Busy Atmosphere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368368,"Night Duty Manager","https://jobs.smartrecruiters.com/AccorHotel/744000040540511-night-duty-manager","Accor","Lagos","No","Not specified","Full time","2025-02-05T02:39:03.990097Z","We are seeking a dedicated and professional Night Duty Manager to join our team in Lagos, Nigeria. As the Night Duty Manager, you will be responsible for overseeing all hotel operations during the night shift, ensuring exceptional guest experiences, and maintaining the highest standards of service and safety.","Manage all aspects of hotel operations during the night shift, including check-ins, check-outs, and guest inquiriesPerform night audit functions, ensuring accurate balancing of hotel revenues in rooms and food  beverage departmentsAddress guest concerns promptly and efficiently, implementing solutions to enhance guest satisfactionEnsure the safety and security of guests and staff throughout the nightSupervise and motivate the night shift team, promoting a culture of excellence and teamworkHandle emergency situations and make critical decisions when necessaryCollaborate with other departments to ensure seamless operations and resolve any issues that arise during the night shiftMaintain accurate records and prepare detailed reports for the day shift teamImplement and enforce hotel policies and procedures to maintain consistency in service deliveryIdentify opportunities for process improvements and cost savings within the night operations","Proven experience as a Night Duty Manager or similar role in the hospitality industryStrong understanding of hotel operations, particularly front office and night audit proceduresExcellent customer service skills with a guest-centric approachProficiency in hotel management software, preferably Opera Cloud or similar systemsSolid financial acumen with the ability to analyze and interpret financial dataOutstanding leadership and team management skillsExceptional problem-solving abilities and decision-making skillsExcellent verbal and written communication skillsAbility to work independently and remain calm under pressureFlexible and adaptable to changing priorities in a fast-paced environmentDetail-oriented with strong organizational and multitasking abilitiesExperience in crisis management and handling emergency situationsWillingness to work night shifts, weekends, and holidays as requiredBachelor's degree in Hospitality Management, Business Administration, or related field (preferred)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368367,"Commis de Salle","https://jobs.smartrecruiters.com/AccorHotel/744000040548371-commis-de-salle","Accor","Brussels","No","Not specified","Full time","2025-02-05T02:39:03.990140Z","Votre role","Accueillir le client.Assurer le placement du client selon ses souhaits et laffluence.Etablir dexcellentes relations avec le client.Assurer des prestations de qualite, tant au niveau du service que de laccueil au client.Participer a la mise en place du point de vente ainsi quau rangement et nettoyage des locaux et du materiel de service.Assurer le dressage des tables.Aider a la mise en place du materiel de servicePouvoir assurer la mise en place des pauses seminaires, des salles de reunions, du service petit-dejeuner, du bar, des plateaux de service en chambre.","Ce que letablissement vous offre","Cheques-repas, Eco-cheques, Cheque Sport  CultureAssurance hospitalisation Prime de fin d'anneeCarte collaborateurs offrant des taux reduits chez Accor Worldwide et Hively Hospitality.Plan de formations delivrees dans nos academies concues pour vous perfectionnerLa capacite a faire la difference a travers nos activites Ethiques  Responsabilite Sociale des Entreprises, comme Planet 21Des opportunites de developpement de carriere au niveau national et international","Esprit dequipeSens de lorganisation  rigueurDexteriteRapidite et efficaciteCapacite d'ecoute et d'adaptationSens de l'observation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368365,"Commis de Cuisine","https://jobs.smartrecruiters.com/AccorHotel/744000040549281-commis-de-cuisine","Accor","Brussels","No","Not specified","Full time","2025-02-05T02:39:03.990177Z","Avez-vous une appetance pour une evolution professionnelle ? Etes-vous pret a faire evoluer vos talents culinaires a un niveau international ? Amenez votre carriere a un tout autre niveau et rejoignez nos equipes en cuisine.","Ce que letablissement vous offre","Carte collaborateurs offrant des taux reduits chez Accor pour vous et vos prochesPlan de formations delivrees dans nos Academies concues pour vous perfectionnerLa capacite a faire la difference a travers nos activites Ethiques  Responsabilite Sociale des Entreprises, comme Planet 21Des opportunites de developpement de carriere au niveau national et international","Votre role","Fabriquer, dresser les plats conformement aux fiches techniques et en fonction des directives du responsable.Adapter son rythme de travail en fonction de l'affluence, des evenements et des clients.Participer a la reception des marchandises et les range en appliquant les principes de stockage. Est garant de la qualite de sa production.Assurer le nettoyage et lentretien de la cuisine, dans le respect des conditions dhygiene et de securiteAssurer la gestion des stocks et de lapprovisionnement","Votre experience et vos competences incluent","Creativite et passion pour la cuisine et le service clientCapacite a travailler dans un environnement dynamique et challengeantExcellente communication et esprit dequipe","Notre Engagement Diversite  Inclusion","Nous sommes une entreprise inclusive et notre ambition est dattirer, de recruter, et de promouvoir la diversite des talents.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368364,"Serveur  Chef de Rang (HF)","https://jobs.smartrecruiters.com/AccorHotel/744000040549126-serveur-chef-de-rang-h-f-","Accor","Brussels","No","Not specified","Full time","2025-02-05T02:39:03.990215Z","Vous etes un ambassadeur de la Restauration et du Service qui sont les emblemes de notre experience Food  Beverage. Votre bienveillance, votre attention particuliere et votre connaissance sur nos offres font de nos clients une clientele unique.","Votre role","Accueillir les clients et leur donner un excellent serviceApporter conseil et expertise sur les menusPartager votre parfaite connaissance sur les boissons, les mets et les methodes de preparationRespecter les politiques dhygiene et de securite relatives a la restauration","Ce que l'etablissement vous offre","Carte collaborateurs offrant des taux reduits chez Accor pour vous et vos prochesPlan de formations delivrees dans nos Academies concues pour vous perfectionnerDes opportunites de developpement de carriere au niveau national et international. Vos possibilites sont infinies!",,"Votre experience et vos competences incluent","Capacite a analyser le besoin du client, a garder une posture professionnelle en toutes circonstancesBonne communication interpersonnelle et capacite a gerer les conflitsCapacite a travailler dans un environnement dynamique et challengeantCapacite a travailler en equipeBonne connaissance de francais et anglais. Neerlandais est un plus.","Nous sommes une entreprise inclusive et notre ambition est dattirer, de recruter, et de promouvoir la diversite des talents.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368362,"SEGUND RESPONSABLE DE MANTENIMIENTO","https://jobs.smartrecruiters.com/AccorHotel/744000040547956-segund-responsable-de-mantenimiento","Accor","Ibiza","No","Not specified","Full time","2025-02-05T02:39:03.990255Z","Estamos buscando ununa SEGUND RESPONSABLE DE MANTENIMIENTO para unirse a nuestro equipo de Engineering.","QUE HARIAS EN TU DIA A DIA?","Formaras y supervisaras al equipo de mantenimiento.Atenderas todo tipo de trabajos de reparacion y mantenimiento de las instalaciones del hotel.Supervisaras la entrega de herramientas relacionadas con el departamento de mantenimiento y su devolucion en perfecto estado.Garantizaras la correcta induccion de todos los empleados y el seguimiento.Participaras en el programa de conservacion de energia del hotel.Te responsabilizaras de los tecnics externos que trabajen en nuestras instalaciones, de su formacion en materia de seguridad y del mantenimiento de los registros de todos los trabajos realizados, e informaras nuestro Responsable de Ingenieria.Supervisaras el trabajo del equipo y garantizaras que se cumplen los plazos y que el trabajo se realiza de acuerdo con los estandares establecidos.","QUE ESTAMOS BUSCANDO?","Experiencia minima de 3 anos en la posicion ofertada, preferiblemente en hoteles.Valorable titulo Tecnico en Electricidad.Conocimientos de fontaneria, y domotica, asi como de prevencion de legionella y mantenimiento de piscinas.Buen manejo de ofimatica (paquete Office).Proactividad, capacidad resolutiva, trabajo en equipo.Gestion de equipos y liderazgo.","QUE TE ESPERA?","Un paquete competitivo y muchas oportunidades de desarrollo.Tipo de contrato Fijo discontinuo.Incorporacion Marzo.Posibilidad de alojamientoUnirte a un grupo internacional innovador y de rapido crecimiento que se ha comprometido no solo a construir nuevos hoteles, sino en construir una marca global.La oportunidad de desafiar la norma y trabajar en un entorno creativo y gratificante.Formar parte de un equipo al que le apasiona crear grandes experiencias hoteleras y construir una cartera de marcas.En el Restaurante Interno se sirve almuerzo todos los dias.Grandes descuentos en todos los hoteles de Ennismore.Muchas oportunidades para progresar y cambiar como parte de una familia global de marcas.Tiempo libre extra para trabajar como voluntario en una de nuestras organizaciones beneficas asociadas.Reuniones de equipo periodicas, desde nuestras actividades de equipo, hasta nuestra super fiesta fin de temporada Trabajamos duro, pero sabemos como pasarlo bien!Un calendario anual de eventos sobre diversidad e inclusion que te ofrece oportunidades para aprender, celebrar y hacer un impacto positivo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368359,"Chef de Partie","https://jobs.smartrecruiters.com/AccorHotel/744000040549642-chef-de-partie","Accor","Lake Louise","No","5","Full time","2025-02-05T02:39:03.990293Z","Come join the culinary team at The Fairmont Chateau Lake Louise. Develop your culinary skills with some of Fairmonts most talented chefs, while enjoying the lifestyle of the Canadian Rockies.","What you will be doing","Review the daily production sheets with the Sous ChefPrepare and when required delegates the production of the necessary food items in accordance with standards in a timely and efficient fashion to ensure that there is no interruption to guest serviceLiaise with Front of House Manager as needed and answers telephone responding to questions when Sous Chef is not availableActively participate in training of culinary skills to junior staff and apprenticesAdhere to standardized recipes and specifications in order to maintain consistency and ensure all standards are metKeep work station clean and organized including fridgesfreezers, countertops and stovetopsEnsure that station opening and closing procedures are carried out to standardKeeps overproduction and food waste to a minimum, ensures proper rotation, labeling, and storing of food in order to reduce food cost expenseOperate all kitchen equipment and conduct themselves with safety in mind at all timesEnsures that all food products are handled, stored, prepared and served safely in accordance with hotel and government Food Safety guidelines.Report any and all deficiencies in kitchen equipment functionality and quality of food products to Sous Chef in a timely fashionResponsible for the day to day operations of hisher station Prepare lists of food products required for station for Sous Chef order and approvalCompliance with all safety regulations of assigned tasks, and ensure a clean and safe working environment with active participation in the hotel health and safety programAdhere to all environmental policies and programs as requiredOther reasonable duties as assigned","Your experience and skillset includes","Minimum 5 years cooking experience.Experience in a luxury hotel with comparable service and standards an assetRed Seal Certificate (Journeymans papers) or Recognized International EquivalentValid Food Handler Certificate requiredMust have experience and be proficient in both a la carte and production cookingPrevious supervisory experienceExcellent interpersonal and communication skillsAspires to become a Sous Chef with Fairmont Hotels and Resort","Visa Requirements Applicants must be legally authorized to work in Canada.","APPLY TODAY We encourage you to visit our website to learn more about living and working in Lake Louise! www.lakelouisejobs.com","Why work for Accor? We are far more than a worldwide leader. We welcome you as you are and you can find a job and brand that matches your personality. We support you to grow and learn every day, making sure that work brings purpose to your life, so that during your journey with us, you can continue to explore Accors limitless possibilities","ABOUT FAIRMONT HOTELS  RESORTS
At Fairmont Hotels  Resort we offer our guests the finest hospitality experience in each of our destinations. And we know that, to offer our guests the best, we first need to offer our employees the best. That's why you'll find exceptional work opportunities - throughout North America and the Caribbean, Europe and Africa, the Middle East and Asia Pacific - as well as industry - leading training, career development, recognition and rewards. Fairmont Hotels  Resorts is a celebrated collection of hotels that includes landmark locations like London's The Savoy, New York's The Plaza, and Shanghai's Fairmont Peace Hotel. Our teams are guided by values of Respect, Integrity, Teamwork and Empowerment we employ the highest ethical and quality standards, treating all colleagues with fairness and dignity. A community and environmental leader, Fairmont is also regarded for its responsible tourism practices and award - winning Green Partnership program. An exciting future awaits!","At Fairmont Chateau Lake Louise, we believe that the strength of our team lies in its diversity. We are committed to fostering an inclusive environment that respects the unique backgrounds, perspectives, and talents of the individual. As an Equal Opportunity Employer, we are dedicated to providing equal access to opportunities. We welcome applications from all qualified candidates.","Persons who anticipate needing accommodations for any part of the application or interview process may contact, in confidence cll.careersfairmont.com","Do what you love, care for the world, dare to challenge the status quo! BELIMITLESS",,,,,,,,,,,,,,"Our Commitment to Diversity  Inclusion",,,,,,,,,,,,,,,,,,,,,,,,,
2368357,"Front Office Receptionist","https://jobs.smartrecruiters.com/AccorHotel/744000040551356-front-office-receptionist","Accor","London","No","Not specified","Full time","2025-02-05T02:39:03.990330Z","Welcoming each new and returning guest with personalised and attentive care, you will set the tone for exceptional service. Here you can take your role beyond checking people in and out. Sharing your knowledge and love of our region, you will anticipate guests needs and offer recommendations that make their stays even more special.","Key Responsibilities","Go above and beyond to exceed guest expectations and ensure every stay is a cherished experience.Provide smooth and personalised check-incheck-out services while attentively managing guest preferences and requests.Collaborate with other departments to maintain seamless communication for flawless guest experiences.Answer calls and respond to emails efficiently and professionally.Process payments and maintain meticulous records of all financial transactions.Ensure the front desk and lobby areas are always well presented and welcoming.Handle guest information with the utmost care and maintain strict confidentiality standards.Embody the essence of our distinguished brand through impeccable conduct and a welcoming demeanour.","Previous experience in a similar role within the hospitality industry is preferred.Excellent interpersonal and communication skills, with a friendly and approachable attitude.Strong organisational skills, with great attention to detail.Proficiency in Opera is highly desirable.A passion for delivering exceptional customer service.Fluent in English additional language proficiency is a plus.Availability to work flexible hours, including weekends and holidays.Please note you must be entitled to work in the UK as this position is not eligible for sponsorship.","Discover a world of unparalleled perks tailored just for you","Great compensation package, including departmental incentives and an annual bonus of 1.300,00 per year.Employee Benefit Card  Discounted rates at Accor properties worldwide.Free Stays in the UK or Ireland (4 nightsyear)  Create unforgettable memories with your loved ones.Sofitel Experience  Enjoy a luxurious night at our hotel, complete with a delightful breakfast.Complimentary Meals While on Duty.Special Rates in FB, Rooms  Spa  Treat yourself to luxury at unbeatable prices.Be Part of the Largest Hospitality Group in Europe.Exceptional Training and Development Opportunities through Apprenticeship Program.Global Growth Opportunities.Employee Assistance Program with 247 GP Access  Your well-being is our priority.Make a Difference with Corporate Social Responsibility and be a part of positive change.Social Events and Activities.","Bring passion and dedication to excellence, and we will recognise your contribution with a variety of benefits, rewards and development opportunities. We also offer a range of wellbeing initiatives, including apps with content to help you feel at your best. Join us, and you can thrive as an individual as well as being part of a supportive and inclusive team.","Let your passion shine, visit careers.accor.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368354,"Demi Chef de Partie","https://jobs.smartrecruiters.com/AccorHotel/744000040552725-demi-chef-de-partie","Accor","Lake Louise","No","Not specified","Full time","2025-02-05T02:39:03.990363Z","Maintains the highest standards of food quality and presentation in workstation as directed by the Sous Chef on duty. Must have well-rounded knowledge of all areas of the kitchen including a la carte restaurant, and production areas of banquets, garde manger, vegetable, butcher, soups, and sauce stations. Works within the station in clean safe and efficient manner in accordance with the policys procedures and standards of the kitchen.","What you will be doing","Review the daily production sheets with the Chef De Partie  Sous ChefPrepares and when required delegates the production of the necessary food items in accordance with standards in a timely and efficient fashion to ensure that there is no interruption to guest serviceActively participates in training of culinary skills to junior staff and apprenticesAdhere to standardized recipes and specifications in order to maintain consistency and ensure all standards are metKeeps work station clean and organized including fridgesfreezers, countertops and stovetopsEnsures that station opening and closing procedures are carried out to standardKeeps overproduction and food waste to a minimum, ensures proper rotation, labeling, and storing of food in order to reduce food cost expenseOperate all kitchen equipment and conduct themselves with safety in mind at all timesEnsures that all food products are handled, stored, prepared and served safely in accordance with hotel and government Food Safety guidelinesReport any and all deficiencies in kitchen equipment functionality and quality of food products to Chef de PartieSous Chef in a timely fashionPrepares lists of food products required for station for Sous Chef order and approvalEnsure a clean and safe working environment, and actively participate in health and safety initiativesAdhere to all hotel environmental policies and initiativesCarry out any other tasks as assigned","Your skillset includes","Experience in a luxury hotel with comparable service and standards an assetRed Seal Certificate (Journeymans papers) or Recognized International EquivalentValid Food Handler Certificate requiredMust have experience and be proficient in both a la carte and production cookingSelfmotivated, with the ability to make effective decisionsDemonstrates initiative, and the ability to work with minimal supervisionAbility to maintain high service levels under pressurePhysically fit to lift trays repeatedly, stand and walk for the duration of the shift.","You may be required to work on holidays, weekends, overnights and other non-day shifts. Submission of your application to Fairmont Chateau Lake Louise indicates that you are able to meet these requirements as needed.","Visa Requirements Applicants must be legally authorized to work in Canada.","APPLY TODAY We encourage you to visit our website to learn more about living and working in Lake Louise! www.lakelouisejobs.com","Why work for Accor? We are far more than a worldwide leader. We welcome you as you are and you can find a job and brand that matches your personality. We support you to grow and learn every day, making sure that work brings purpose to your life, so that during your journey with us, you can continue to explore Accors limitless possibilities.","Our Commitment to Diversity  Inclusion","At Fairmont Chateau Lake Louise, we believe that the strength of our team lies in its diversity. We are committed to fostering an inclusive environment that respects the unique backgrounds, perspectives, and talents of the individual. As an Equal Opportunity Employer, we are dedicated to providing equal access to opportunities. We welcome applications from all qualified candidates.","Persons who anticipate needing accommodations for any part of the application or interview process may contact, in confidence cll.careersfairmont.com","Do what you love, care for the world, dare to challenge the status quo! BELIMITLESS",,,,,,,,,,,,,"About Fairmont Hotels  Resorts At Fairmont Hotels  Resort we offer our guests the finest hospitality experience in each of our destinations. And we know that, to offer our guests the best, we first need to offer our employees the best. That's why you'll find exceptional work opportunities - throughout North America and the Caribbean, Europe and Africa, the Middle East and Asia Pacific - as well as industry - leading training, career development, recognition and rewards. Fairmont Hotels  Resorts is a celebrated collection of hotels that includes landmark locations like London's The Savoy, New York's The Plaza, and Shanghai's Fairmont Peace Hotel. Our teams are guided by values of Respect, Integrity, Teamwork and Empowerment we employ the highest ethical and quality standards, treating all colleagues with fairness and dignity. A community and environmental leader, Fairmont is also regarded for its responsible tourism practices and award - winning Green Partnership program. An exciting future awaits!",,,,,,,,,,,,,,,,,,,,,,,,,
